,Expected Returns,Standard Deviations
0,0.0014370205376862742,0.011066365830698217
1,0.001462261898758841,0.011068744013531895
2,0.001487503259831408,0.011075875500288917
3,0.0015127446209039748,0.01108775111919686
4,0.0015379859819765417,0.011104355649345497
5,0.0015632273430491086,0.011125667917729712
6,0.0015884687041216755,0.011151660092081433
7,0.0016137100651942423,0.011182297732224726
8,0.0016389514262668092,0.011217542713756858
9,0.001664192787339376,0.01125735176219726
10,0.001689434148411943,0.01130167664821361
11,0.0017146755094845098,0.011350464467313776
12,0.0017399168705570767,0.011403657938870895
13,0.0017651582316296436,0.011461195720771835
14,0.0017903995927022105,0.011523012735953598
15,0.0018156409537747773,0.0115890405071388
16,0.0018408823148473442,0.011659207496193888
17,0.001866123675919911,0.01173343944470454
18,0.001891365036992478,0.011811659712582218
19,0.0019166063980650449,0.011893789611775216
20,0.0019418477591376117,0.0119797487324464
21,0.0019670891202101786,0.012069455259288838
22,0.0019923304812827455,0.012162826275970718
23,0.0020175718423553124,0.012259778056023577
24,0.0020428132034278792,0.012360226338806077
25,0.002068054564500446,0.012464086589482542
26,0.002093295925573013,0.01257127424224635
27,0.00211853728664558,0.012681704926288864
28,0.0021437786477181467,0.012795294674261973
29,0.0021690200087907136,0.012911960113204312
30,0.0021942613698632805,0.013031618638097351
31,0.0022195027309358474,0.01315418856838681
32,0.0022447440920084142,0.01327958928794844
33,0.002269985453080981,0.013407741369095564
34,0.002295226814153548,0.01353856668132055
35,0.002320468175226115,0.013671988485535457
36,0.0023457095362986818,0.01380793151462992
37,0.0023709508973712486,0.013946322041199642
38,0.0023961922584438155,0.014087087933318105
39,0.0024214336195163824,0.01423017022665922
40,0.0024466749805889493,0.014375876187632879
41,0.002471916341661516,0.0145243074793521
42,0.002497157702734083,0.014675381407566156
43,0.00252239906380665,0.014829017205144618
44,0.0025476404248792168,0.014986349764911849
45,0.0025728817859517836,0.015149004521364095
46,0.0025981231470243505,0.015316965052798738
47,0.0026233645080969174,0.015579287222983407
48,0.0026486058691694843,0.016219584733151864
49,0.002673847230242051,0.017703203040434365
