AAPL,H,Y,SNE,GS,K,NKE,LEVI
15.429256439208984,42.72666931152344,391.3299865722656,20.501296997070312,145.40834045410156,47.931495666503906,31.352121353149414,22.005891799926758
15.319146156311035,43.06966018676758,390.7815246582031,20.491676330566406,143.22219848632812,47.266780853271484,32.82301712036133,21.72112464904785
15.128744125366211,42.099483489990234,394.1684875488281,20.71304702758789,141.75277709960938,47.03451919555664,32.37728500366211,21.37743377685547
15.484472274780273,42.6580696105957,394.2743225097656,20.597545623779297,142.46055603027344,47.0505485534668,32.27922058105469,21.68184471130371
15.535244941711426,42.96186065673828,395.6791687011719,20.405046463012695,142.16490173339844,47.16266632080078,32.042991638183594,21.897876739501953
15.340087890625,42.82466506958008,392.3787841796875,20.12592315673828,140.53421020507812,47.16266632080078,31.931560516357422,22.280845642089844
15.32802963256836,43.334251403808594,395.005615234375,20.087421417236328,140.2654266357422,47.53907012939453,32.1544303894043,23.125335693359375
15.477811813354492,43.31465148925781,390.70452880859375,19.509920120239258,138.20468139648438,47.667205810546875,31.79784393310547,22.30048179626465
15.26170825958252,43.04025650024414,385.3931579589844,18.874670028686523,137.12953186035156,47.73128128051758,31.32538604736328,22.585254669189453
15.440999031066895,42.67767333984375,382.4873046875,19.009418487548828,138.37490844726562,47.739288330078125,31.597267150878906,21.38725471496582
15.5377836227417,42.47187423706055,390.3677978515625,18.83616828918457,141.5735321044922,48.5802001953125,32.733863830566406,21.298877716064453
15.638381004333496,43.108863830566406,390.24267578125,19.211544036865234,143.3565216064453,48.660282135009766,32.74278259277344,21.298877716064453
15.740878105163574,43.23625183105469,389.7615966796875,19.18267059326172,142.8727569580078,48.283870697021484,33.01020050048828,20.915910720825195
15.824652671813965,43.128448486328125,385.3642883300781,18.96129035949707,141.23309326171875,48.043617248535156,32.85421371459961,21.485448837280273
15.901766777038574,43.099056243896484,388.491455078125,19.01904296875,145.3724822998047,48.588199615478516,33.21524429321289,22.33976173400879
16.00934410095215,43.638038635253906,388.9629211425781,19.278921127319336,141.85130310058594,48.8204345703125,33.22416305541992,22.614713668823242
16.14864730834961,44.30441665649414,393.369873046875,18.874670028686523,142.18283081054688,49.212867736816406,33.843711853027344,22.0451717376709
16.544361114501953,44.77479934692383,395.4866943359375,18.942045211791992,143.15048217773438,48.89252853393555,33.9150276184082,23.537761688232422
16.497079849243164,45.00019073486328,394.024169921875,19.04791831970215,142.68455505371094,49.565250396728516,33.857078552246094,23.478843688964844
16.658597946166992,44.39262008666992,392.5231018066406,18.749542236328125,141.33163452148438,49.909610748291016,33.678794860839844,23.02713966369629
16.879140853881836,45.8233757019043,389.145751953125,18.422290802001953,143.32070922851562,49.7574577331543,33.656517028808594,23.36100959777832
16.69033432006836,46.244754791259766,387.4715270996094,18.537790298461914,145.22915649414062,49.997718811035156,33.74119567871094,22.40850067138672
16.81471824645996,45.49998092651367,384.9794006347656,18.77842140197754,144.65573120117188,50.81459045410156,33.656517028808594,21.78986167907715
16.395843505859375,45.8527717590332,387.4619140625,18.749542236328125,145.2470703125,51.47930145263672,33.834800720214844,21.99607276916504
16.656694412231445,45.68617630004883,391.4358215332031,18.69179344177246,145.1933135986328,51.08687210083008,33.932857513427734,21.927335739135742
16.586883544921875,46.64654541015625,390.0983581542969,16.603166580200195,144.12713623046875,50.6544189453125,33.767940521240234,22.37904167175293
16.502153396606445,47.24433135986328,389.79046630859375,16.12191390991211,145.1933135986328,49.88559341430664,33.90167236328125,22.771827697753906
16.71540069580078,47.87150573730469,388.29901123046875,16.439538955688477,146.18785095214844,50.22996520996094,34.03983688354492,22.005891799926758
16.67414665222168,47.92050552368164,379.1868896484375,16.218162536621094,145.1037139892578,50.526283264160156,34.40977096557617,22.221923828125
16.626909255981445,47.05813980102539,376.2810363769531,16.429912567138672,146.51040649414062,50.7344970703125,34.21365737915039,22.506694793701172
16.35784339904785,46.45055389404297,375.6748352050781,16.227785110473633,143.03402709960938,49.717411041259766,33.74119567871094,22.202287673950195
16.615419387817383,47.18553161621094,380.64947509765625,16.112287521362305,146.19679260253906,49.80550003051758,34.37413024902344,22.280845642089844
16.567216873168945,47.097328186035156,378.8020324707031,15.987160682678223,146.797119140625,49.605289459228516,34.39195251464844,22.418319702148438
16.597862243652344,47.342323303222656,378.3979187011719,16.583913803100586,145.9459228515625,49.69337463378906,34.26270294189453,22.192466735839844
16.617650985717773,47.36193084716797,378.1477355957031,17.267290115356445,145.99073791503906,50.02975082397461,34.69950485229492,22.074630737304688
16.858001708984375,47.69511413574219,382.7759704589844,17.950666427612305,146.2237091064453,50.69445037841797,35.05161666870117,21.97643280029297
16.756813049316406,48.332096099853516,382.0350646972656,17.806289672851562,147.2988739013672,50.14186477661133,35.310142517089844,21.583646774291992
16.553817749023438,47.87150573730469,379.5718078613281,18.01803970336914,148.4457244873047,49.94965362548828,35.02488327026367,21.97643280029297
16.583179473876953,47.32271957397461,375.0590515136719,17.99879264831543,149.27000427246094,49.42109298706055,34.68166732788086,21.70148277282715
16.437952041625977,47.13652420043945,375.4920349121094,17.83516502380371,147.8364715576172,48.9646110534668,34.69505310058594,21.573827743530273
16.63393211364746,47.63631820678711,377.95526123046875,17.950666427612305,149.69114685058594,49.44512176513672,34.80647659301758,21.554189682006836
16.59115982055664,47.91070556640625,380.4089050292969,17.613786697387695,150.6139678955078,50.02975082397461,35.15414047241211,21.6229248046875
16.716920852661133,47.38152313232422,381.063232421875,17.48866844177246,151.85040283203125,49.7574577331543,35.270023345947266,21.848777770996094
17.025249481201172,47.548118591308594,379.10992431640625,17.479040145874023,150.56024169921875,49.43710708618164,35.4795036315918,21.99607276916504
17.4261474609375,47.332523345947266,380.3800354003906,17.83516502380371,151.21640014648438,49.1224365234375,35.35918426513672,21.740760803222656
17.748836517333984,47.40111541748047,379.2061462402344,17.613786697387695,151.8636932373047,48.92878341674805,35.27448654174805,21.662202835083008
17.594356536865234,47.07773208618164,381.8329772949219,17.902542114257812,152.56478881835938,48.88844299316406,35.252197265625,21.593467712402344
18.076000213623047,46.6955451965332,381.35186767578125,17.71966552734375,151.06362915039062,49.32414245605469,35.270023345947266,20.896270751953125
18.033872604370117,46.156551361083984,379.6199035644531,17.219165802001953,151.64793395996094,49.13856887817383,35.13185501098633,20.41510581970215
18.12643814086914,46.078163146972656,379.3985900878906,17.122913360595703,148.82525634765625,48.880367279052734,35.189788818359375,19.06981086730957
17.874914169311523,46.1761589050293,381.69830322265625,17.42129135131836,150.30856323242188,49.73565673828125,35.59539794921875,20.25798988342285
18.079511642456055,46.3819580078125,381.9484558105469,17.296161651611328,150.72206115722656,49.97771072387695,35.559749603271484,21.09266471862793
18.051422119140625,46.303558349609375,380.14910888671875,16.959291458129883,152.57382202148438,49.29187774658203,35.310142517089844,20.94536590576172
17.91768455505371,45.70577621459961,377.8686828613281,16.786039352416992,150.65911865234375,49.25153350830078,34.24932098388672,20.444562911987305
17.891517639160156,45.9605712890625,379.0233459472656,17.007415771484375,151.31529235839844,48.92878341674805,34.19102096557617,20.59185791015625
17.696489334106445,45.891971588134766,378.7250671386719,16.853412628173828,151.3692626953125,48.81581497192383,34.267269134521484,21.259599685668945
17.794479370117188,47.02873992919922,380.62060546875,16.843788146972656,153.6704864501953,48.75933837890625,34.28520965576172,20.532943725585938
17.71436882019043,46.45055389404297,378.215087890625,16.603166580200195,153.2570037841797,48.68671417236328,34.42873001098633,20.25798988342285
17.579675674438477,47.53831100463867,381.53466796875,16.891916275024414,157.16729736328125,48.84002685546875,35.23158264160156,20.798072814941406
17.37826919555664,47.969505310058594,380.5147705078125,16.824539184570312,157.1043243408203,48.89650344848633,35.10151672363281,21.102481842041016
17.52381706237793,48.50848388671875,381.881103515625,16.90153694152832,157.4549560546875,48.83195114135742,34.68887710571289,21.43635368347168
18.196334838867188,48.851478576660156,381.8233642578125,17.094038009643555,158.63250732421875,48.68671417236328,34.58571243286133,21.36761474609375
18.119094848632812,48.831878662109375,383.43988037109375,16.79566192626953,158.35385131835938,48.61409378051758,34.83241271972656,21.907695770263672
17.998760223388672,48.71428680419922,381.553955078125,16.660913467407227,158.6145477294922,48.99333190917969,35.070125579833984,21.38725471496582
17.87714958190918,48.55748748779297,379.9085693359375,16.44916343688965,158.52467346191406,49.203121185302734,35.056663513183594,21.36761474609375
17.699371337890625,48.80247497558594,381.322998046875,16.80529022216797,157.96726989746094,49.429039001464844,35.316802978515625,20.68023681640625
17.90683364868164,48.46928787231445,384.8446960449219,16.64166259765625,159.3426971435547,49.27573776245117,35.27195739746094,20.37582778930664
17.655000686645508,48.88087844848633,378.9944763183594,16.516538619995117,159.01010131835938,49.06595230102539,35.09254455566406,20.3365478515625
17.267194747924805,48.80247497558594,378.4460144042969,16.535789489746094,160.14271545410156,48.880367279052734,34.99835968017578,20.69005584716797
17.361351013183594,48.45949172973633,378.6288146972656,16.651288986206055,161.23939514160156,48.61409378051758,34.72922897338867,20.503482818603516
17.237186431884766,48.65548324584961,379.3023986816406,16.67053985595703,160.26852416992188,49.057884216308594,34.75615310668945,20.866809844970703
17.346355438232422,48.94947814941406,376.8006286621094,17.5656681060791,160.4033660888672,48.5576171875,34.576744079589844,20.97482681274414
17.124835968017578,49.06707000732422,376.8294982910156,17.40203857421875,159.46852111816406,48.638309478759766,34.576744079589844,21.39707374572754
17.01056671142578,48.998470306396484,376.6851806640625,17.13254165649414,160.35845947265625,49.041748046875,34.50049591064453,21.868417739868164
17.099620819091797,48.263492584228516,376.2425231933594,16.891916275024414,158.10218811035156,48.75933837890625,33.72005844116211,22.771827697753906
17.439868927001953,48.90047073364258,377.2432556152344,16.872665405273438,158.7493896484375,49.1304931640625,33.715579986572266,23.23335075378418
17.790016174316406,49.165061950683594,378.1862487792969,16.75716209411621,160.6820831298828,49.29994201660156,33.83219909667969,20.444562911987305
17.690750122070312,48.998470306396484,377.6281433105469,16.564664840698242,157.46392822265625,49.453243255615234,33.54513931274414,19.884841918945312
17.257293701171875,49.18466567993164,376.3099060058594,16.41065788269043,158.46176147460938,48.79161071777344,32.91720199584961,19.757186889648438
17.525409698486328,49.204261779785156,374.07757568359375,16.218162536621094,155.6930694580078,49.025611877441406,33.07867431640625,19.757186889648438
17.603290557861328,49.3316650390625,374.09686279296875,16.468412399291992,156.12452697753906,49.22732162475586,32.96654510498047,19.442956924438477
17.752349853515625,48.94947814941406,369.3338928222656,16.160411834716797,153.49070739746094,48.81581497192383,32.62118911743164,18.549367904663086
17.429658889770508,47.59711837768555,361.1070251464844,16.09303855895996,150.6950225830078,48.27521514892578,32.13676834106445,18.068204879760742
17.5710506439209,46.77394104003906,360.0967102050781,15.62141227722168,148.04324340820312,48.29941177368164,32.24889373779297,18.411893844604492
16.166645050048828,47.508914947509766,361.6939697265625,15.804288864135742,149.44557189941406,48.436580657958984,32.61220169067383,18.0976619720459
15.98311710357666,46.62694549560547,357.0272521972656,15.448159217834473,147.3330841064453,47.09718322753906,32.19059753417969,18.166400909423828
15.952156066894531,46.666141510009766,360.79913330078125,15.52515983581543,149.0770263671875,46.903526306152344,33.16389846801758,18.893054962158203
15.978328704833984,46.83273696899414,358.25885009765625,15.15941047668457,147.53089904785156,46.78249740600586,32.67500305175781,18.971614837646484
16.008010864257812,44.961002349853516,349.85882568359375,14.6781587600708,143.66552734375,45.91108322143555,31.791404724121094,19.02071189880371
16.23973846435547,45.46078109741211,350.9653625488281,15.496285438537598,145.40939331054688,46.20155334472656,31.625455856323242,18.942155838012695
16.36102867126465,45.558780670166016,352.5049133300781,15.30378532409668,144.204833984375,46.290306091308594,31.665821075439453,18.480628967285156
16.45639419555664,46.47995376586914,352.0238037109375,15.900535583496094,145.40040588378906,46.58884811401367,32.0739860534668,18.71630096435547
16.68662452697754,47.332523345947266,356.3344421386719,16.189289093017578,145.562255859375,47.089115142822266,32.60323715209961,17.97982406616211
16.985557556152344,47.52851867675781,359.8465270996094,16.054534912109375,144.72622680664062,47.87177658081055,32.594268798828125,18.539546966552734
17.209360122680664,48.21449661254883,361.00115966796875,16.468412399291992,147.77359008789062,48.30748748779297,33.18183517456055,18.30387306213379
17.20807647705078,48.488887786865234,360.8664855957031,16.67053985595703,146.97352600097656,47.93632125854492,33.24013137817383,18.176219940185547
17.4813289642334,48.40068054199219,362.16546630859375,16.555038452148438,147.4769287109375,47.99281692504883,33.58101272583008,17.606678009033203
17.467201232910156,51.791378021240234,363.0314636230469,16.420286178588867,147.17129516601562,48.56568908691406,33.67072296142578,17.292448043823242
17.53141975402832,50.40962219238281,364.97509765625,16.689788818359375,148.00729370117188,48.50919723510742,33.733524322509766,17.017498016357422
17.254636764526367,50.2136344909668,362.1269836425781,16.429912567138672,146.7577667236328,48.19453048706055,33.55860137939453,16.80146598815918
17.054920196533203,49.88045120239258,366.3414306640625,16.526161193847656,147.87240600585938,48.606040954589844,33.899471282958984,16.899660110473633
16.865467071533203,51.13480758666992,364.72491455078125,16.478038787841797,147.87240600585938,48.37203598022461,34.30313491821289,15.956974029541016
16.939319610595703,51.37980270385742,365.15789794921875,16.747539520263672,149.70620727539062,48.98526382446289,34.913143157958984,15.82931900024414
16.763042449951172,51.04661178588867,364.2534484863281,16.63204002380371,146.95558166503906,49.07402038574219,35.03423309326172,16.00606918334961
